Date,MARA,RIOT,SMCI,SOFI,RIVN
2023-01-25,34985400,12213000,10446000,30127800,26136500.0
2023-01-26,30466600,11489500,7199000,29992300,32276700.0
2023-01-27,48107300,11799300,9050000,48503500,73907100.0
2023-01-30,36748000,18810700,11483000,164184300,34992500.0
2023-01-31,24173200,14011200,15716000,68287100,31614400.0
2023-02-01,43280700,18687900,32033000,75445300,36443900.0
2023-02-02,60716900,27398500,15180000,106231100,39070000.0
2023-02-03,34183100,18986600,14010000,55989100,27177300.0
2023-02-06,23094600,13765000,8776000,41269900,15772600.0
2023-02-07,32060600,18661500,8763000,40804000,28566900.0
2023-02-08,23079400,14973100,17580000,25636300,18650900.0
2023-02-09,27776800,17176000,24657000,50352400,18834400.0
2023-02-10,20107400,9880200,13977000,37285300,17148500.0
2023-02-13,14942300,7623800,10810000,23626800,13538600.0
2023-02-14,36350700,13904900,15172000,28449700,17274200.0
2023-02-15,50585400,20023300,10519000,35683800,27957200.0
2023-02-16,66418700,22825300,16980000,30458000,21737700.0
2023-02-17,44076900,19224700,13869000,30999500,16589200.0
2023-02-21,29693300,12728500,11200000,26332900,13737700.0
2023-02-22,28798700,13407700,8710000,22778900,16786900.0
2023-02-23,18858900,11009300,18328000,19210200,25995900.0
2023-02-24,25465500,12051500,19451000,16954200,20161600.0
2023-02-27,25241200,7351100,18911000,19082100,20042500.0
2023-02-28,38171800,12476400,17416000,17430600,36331100.0
2023-03-01,26686600,10997100,10785000,19827300,87442100.0
2023-03-02,22430900,10167800,13194000,18003500,41698200.0
2023-03-03,20930000,13744600,9969000,25456400,48011300.0
2023-03-06,19853800,13040500,8265000,26214300,32080000.0
2023-03-07,17933100,8767700,9664000,28344300,128729000.0
2023-03-08,14775300,8662300,14610000,16558600,76217700.0
2023-03-09,19083200,12832900,11651000,27793300,40790600.0
2023-03-10,20766700,11780000,17333000,86809700,42475700.0
2023-03-13,66973000,23685800,12826000,59761300,43513000.0
2023-03-14,64006900,30018800,10673000,36750400,36173200.0
2023-03-15,38441500,16291000,12431000,34260500,43498100.0
2023-03-16,35334500,12959400,15443000,25128700,30325200.0
2023-03-17,61120200,40834400,18256000,27173200,36718200.0
2023-03-20,39108100,29574900,15409000,33271400,30927600.0
2023-03-21,46252300,25618600,20352000,29210300,27341300.0
2023-03-22,48722800,30841500,24499000,62273300,23357000.0
2023-03-23,45826800,31925100,20620000,35687800,20984200.0
2023-03-24,28289400,26370500,18312000,18657400,17770100.0
2023-03-27,23372100,16539900,17689000,24284700,16035400.0
2023-03-28,18648200,15540800,20761000,23185400,16396700.0
2023-03-29,36010000,23697500,13826000,28461800,34237300.0
2023-03-30,25958500,18406900,12857000,25094700,24339700.0
2023-03-31,36159700,26859600,12560000,41786800,38244700.0
2023-04-03,25824800,17409600,18587000,32121400,26714500.0
2023-04-04,23882300,14720300,17407000,19465200,21953000.0
2023-04-05,27754500,15953300,8392000,30541900,19066500.0
2023-04-06,15392500,12719100,33959000,25308100,14752500.0
2023-04-10,42370900,30153900,13198000,21151200,14468600.0
2023-04-11,63439500,55029300,10210000,26455400,14668600.0
2023-04-12,43348600,48039100,14954000,35905000,23278000.0
2023-04-13,57539100,44153800,12298000,20527100,13000500.0
2023-04-14,54369900,30831200,9470000,24086000,36941100.0
2023-04-17,29146900,19850200,7951000,24908100,24478200.0
2023-04-18,41896300,26531200,15251000,17036300,19327200.0
2023-04-19,28329900,20647200,15361000,18337500,31590500.0
2023-04-20,27389800,20535700,11040000,18844900,32712600.0
2023-04-21,28395200,18768700,10987000,16723200,20695000.0
2023-04-24,26335000,18193800,42351000,20058000,14196600.0
2023-04-25,35069100,27025100,21711000,21036200,17876600.0
2023-04-26,65526200,40387000,15043000,24210900,22594500.0
2023-04-27,46101800,28867000,10006000,43199900,22583400.0
2023-04-28,28853100,22159000,15037000,55605100,18185000.0
2023-05-01,28506300,19192300,15845000,125423700,12868700.0
2023-05-02,32177300,22935300,20409000,115499500,13130200.0
2023-05-03,26882400,27764600,81628000,64212800,14620000.0
2023-05-04,35765100,23478600,21228000,59715600,13429000.0
2023-05-05,37753400,28585500,23659000,40980200,16793100.0
2023-05-08,30157200,23093900,14877000,39933900,23002500.0
2023-05-09,23038000,18784400,14636000,26785200,34103300.0
2023-05-10,51276900,31547700,10211000,28624400,66713400.0
2023-05-11,39314900,25762300,10927000,36075600,26179600.0
2023-05-12,23041800,16400900,7929000,44765900,31065600.0
2023-05-15,26855000,17750400,10019000,103290700,22534000.0
2023-05-16,18095000,12465800,22891000,38510800,13799400.0
2023-05-17,30436800,16416800,27513000,42730500,16167300.0
2023-05-18,37908600,16231600,32787000,35183400,13853200.0
2023-05-19,19235400,14671700,27764000,26196400,24278000.0
2023-05-22,25877200,21033000,17537000,42509300,20291000.0
2023-05-23,30437700,23583000,14375000,43878300,18444200.0
2023-05-24,28986400,18765600,15512000,23887800,19055900.0
2023-05-25,28309500,13904600,71372000,24474900,16133200.0
2023-05-26,31666500,18298000,49892000,26982900,26601700.0
2023-05-30,42716700,34100600,48300000,68003300,29933800.0
2023-05-31,28923900,19845600,44163000,152429200,49316900.0
2023-06-01,30340000,21175500,29689000,108760600,25361800.0
2023-06-02,32655300,34328000,27312000,63585600,20138900.0
2023-06-05,35660400,28106100,19231000,69556200,17602000.0
2023-06-06,53229200,26503000,20715000,56839700,22214400.0
2023-06-07,39054100,19520700,44948000,60872200,30942800.0
2023-06-08,19797200,11197900,35221000,66988400,17716700.0
2023-06-09,20588600,9154100,35077000,84928700,25896700.0
2023-06-12,14514900,10136600,34685000,117905100,33762000.0
2023-06-13,25412200,10967800,45205000,108293500,46597700.0
2023-06-14,30560400,12934300,26456000,128420300,34759600.0
2023-06-15,30601500,15436200,21982000,97639300,33097500.0
2023-06-16,50994800,18679700,30346000,107556900,92230400.0
2023-06-20,81874000,27317200,33633000,49114900,39557100.0
2023-06-21,88558500,34973600,26036000,37733600,49422000.0
2023-06-22,55820500,20888300,39366000,30149500,25705600.0
2023-06-23,87494200,29671900,25132000,62332800,23978200.0
2023-06-26,51715200,22037400,28406000,33526600,21634500.0
2023-06-27,64774800,25685600,24325000,39402300,27593800.0
2023-06-28,52768500,16753300,26667000,36374400,32296400.0
2023-06-29,50628000,21510800,27266000,42722400,48833700.0
2023-06-30,63953200,30171100,25530000,98384600,40422800.0
2023-07-03,43137000,29313400,17109000,26842000,79984800.0
2023-07-05,47454800,28389700,20598000,26954600,118923400.0
2023-07-06,47358800,23790800,17578000,38013800,98775300.0
2023-07-07,60526200,41207300,28712000,22783900,232047300.0
2023-07-10,51905200,34873100,25112000,38750100,174169400.0
2023-07-11,47291800,35291300,29304000,52586400,94875300.0
2023-07-12,54020300,40610100,27742000,41158600,107585800.0
2023-07-13,71665800,53242000,30651000,43361100,100021300.0
2023-07-14,53399300,39091200,37569000,38590700,55642100.0
2023-07-17,42105700,31227800,25495000,48308500,67076000.0
2023-07-18,33502000,20885900,26622000,33812300,66356400.0
2023-07-19,37645700,25966700,44017000,50051500,56565000.0
2023-07-20,31582400,23803300,49297000,41587700,79330300.0
2023-07-21,26577300,22605500,40185000,34514200,80944800.0
2023-07-24,26345500,19214700,29033000,26643500,59564500.0
2023-07-25,26409900,18941000,23513000,38811100,45926600.0
2023-07-26,24164600,16412300,23560000,34922300,73715900.0
2023-07-27,23067400,17258100,32282000,45958200,66937600.0
2023-07-28,21420600,16691700,20439000,58205300,48754300.0
2023-07-31,27394300,18068200,23549000,210958900,37941600.0
2023-08-01,31288400,19757500,20667000,88881800,40142600.0
2023-08-02,26715600,22880200,27797000,62865900,48226700.0
2023-08-03,25002400,18980600,14907000,37651500,31646800.0
2023-08-04,21965100,15409100,34715000,42557600,33547700.0
2023-08-07,29981200,17455500,33192000,31682000,38325800.0
2023-08-08,27403300,19345400,45527000,28127800,57613400.0
2023-08-09,26381900,18385500,114567000,43368300,84645900.0
2023-08-10,25847100,19010300,56630000,37657800,50575800.0
2023-08-11,21862700,17890000,58175000,26970300,31238900.0
2023-08-14,20920200,17366800,49950000,27735500,33997000.0
2023-08-15,24409000,16152200,23201000,23709300,31758200.0
2023-08-16,23097200,18877700,24945000,23398900,32188400.0
2023-08-17,35069700,23752300,25041000,29582400,34911600.0
2023-08-18,33316200,20167800,27394000,27366300,25944000.0
2023-08-21,22828400,18294600,26742000,22676600,21257500.0
2023-08-22,19704200,13037100,27649000,23128900,30440100.0
2023-08-23,24746800,19862900,44601000,21855700,17583100.0
2023-08-24,25292500,12899000,57836000,26080600,18934000.0
2023-08-25,19391200,12118600,41026000,24163700,17059400.0
2023-08-28,13672800,10020400,19743000,17488700,14795200.0
2023-08-29,74154500,42040200,36371000,24487400,33698400.0
2023-08-30,38207000,22609100,34838000,26123600,22796300.0
2023-08-31,33448800,18926600,66372000,26175600,26642500.0
2023-09-01,25287900,15521100,37534000,17738800,26403000.0
2023-09-05,14834100,9992700,33603000,18906300,18911800.0
2023-09-06,23218900,17992400,24613000,23909700,18103700.0
2023-09-07,20436200,12779500,29229000,19320700,18546400.0
2023-09-08,43533200,17076400,29341000,15045300,19056000.0
2023-09-11,30366000,16638000,29538000,19320600,26320100.0
2023-09-12,36784700,20067300,22138000,25495600,23942100.0
2023-09-13,29524400,13919300,25819000,16819200,15641900.0
2023-09-14,35131000,20371900,24127000,23642000,21598400.0
2023-09-15,26199700,12896300,45786000,30508400,38433200.0
2023-09-18,37718900,22987200,26113000,22678700,20517500.0
2023-09-19,23670200,19097400,20272000,18091600,33672800.0
2023-09-20,17914000,16446300,15696000,21643900,19550800.0
2023-09-21,16611200,15842100,25497000,29542000,20032800.0
2023-09-22,17195700,10148700,16011000,38736100,24225700.0
2023-09-25,19232000,15217300,25589000,23107800,24477000.0
2023-09-26,16815800,9306300,19898000,22544900,37062100.0
2023-09-27,22627000,15833100,28056000,28227000,31254100.0
2023-09-28,24186700,22547900,27133000,23539600,23054300.0
2023-09-29,20212700,14715100,33610000,28779300,35885800.0
2023-10-02,42145500,32634600,34866000,20000300,49561600.0
2023-10-03,33702900,19688400,37898000,36674900,42257500.0
2023-10-04,25114400,16082200,30931000,23978900,48606000.0
2023-10-05,25669000,15207000,28573000,17072900,189851600.0
2023-10-06,30916900,19746400,28279000,23371300,120814400.0
2023-10-09,27156300,16244800,24301000,17191900,51715300.0
2023-10-10,25100600,16776900,51385000,20874200,54126000.0
2023-10-11,28534800,16483300,36998000,22512700,41638100.0
2023-10-12,17753900,8765900,40555000,22155400,37700400.0
2023-10-13,18261800,10907600,37952000,21977600,29307500.0
2023-10-16,52441600,36847900,24176000,16675200,21031100.0
2023-10-17,30035000,18436800,42879000,18473600,34080300.0
2023-10-18,28487000,20475400,32132000,26281300,45912200.0
2023-10-19,31017200,16767600,40216000,26767700,41423000.0
2023-10-20,36236400,20312900,36142000,27271700,30832900.0
2023-10-23,63932600,38368300,29471000,29748000,30193300.0
2023-10-24,95449800,51057500,25149000,23335900,23001800.0
2023-10-25,53992900,37323800,22382000,31058500,21207200.0
2023-10-26,32254600,24072400,31039000,47046900,29444900.0
2023-10-27,27482800,16637300,18117000,45332100,23930300.0
2023-10-30,31761800,18914900,26313000,125927200,28495600.0
2023-10-31,22365600,14947700,19313000,63310400,42227100.0
2023-11-01,31215300,24654600,38150000,42359700,18125400.0
2023-11-02,41686700,28604100,74670000,45933900,42818700.0
2023-11-03,43816500,27466900,50001000,41604100,31536000.0
2023-11-06,30637700,21872300,25232000,46262100,29082900.0
2023-11-07,32002200,20864900,19305000,34068100,45393300.0
2023-11-08,32485800,22190800,21287000,28150800,121273500.0
2023-11-09,90786600,53622500,40156000,86607400,67877300.0
2023-11-10,42279700,25662200,25303000,29494800,48589600.0
2023-11-13,31332300,18073300,29892000,33982500,38041900.0
2023-11-14,37575400,22081300,62504000,38408700,43215600.0
2023-11-15,64345300,31966600,36055000,40095900,52207500.0
2023-11-16,39678400,20282700,18334000,73603100,36672200.0
2023-11-17,27601800,16492500,23318000,30785400,30199500.0
2023-11-20,55707400,25617600,29063000,44558700,23589900.0
2023-11-21,42923500,19169700,28861000,46170200,38697300.0
2023-11-22,49753100,20774500,39728000,36549600,20168300.0
2023-11-24,42385900,18308800,9655000,13457600,15188400.0
2023-11-27,38413400,18481200,23570000,40258600,24763900.0
2023-11-28,62545100,33551000,23327000,36138300,37881900.0
2023-11-29,42596300,25277500,36634000,45648300,47888100.0
2023-11-30,29942500,16717000,40837000,41877900,28376600.0
2023-12-01,57061500,32026700,42976000,68877800,39709100.0
2023-12-04,81617900,45641100,29598000,45245600,31666400.0
2023-12-05,77635500,46782600,25598000,30468400,23840400.0
2023-12-06,56390700,34912400,28599000,51458700,59282800.0
2023-12-07,41151900,22045600,23997000,30489200,37583000.0
2023-12-08,53071200,31412700,31575000,34626600,34974800.0
2023-12-11,59302900,31166900,31360000,24365600,17753000.0
2023-12-12,35579500,16558600,21783000,26087100,33865500.0
2023-12-13,63715300,33196900,27358000,75424700,46247700.0
2023-12-14,60551500,30588000,45441000,92753900,82961200.0
2023-12-15,53947900,26005500,37527000,52727300,59197300.0
2023-12-18,60344600,33815600,57410000,48816300,46402300.0
2023-12-19,91857600,43752200,40143000,51836700,37545500.0
2023-12-20,117235300,45023500,31229000,75814700,38421000.0
2023-12-21,104432700,30398700,25084000,41803000,27720800.0
2023-12-22,118601900,45554800,44395000,29139400,23996800.0
2023-12-26,79566200,30645300,24221000,26013700,30450100.0
2023-12-27,106789700,43092600,14117000,44253700,22593300.0
2023-12-28,119982200,45018800,12651000,26416400,25289500.0
2023-12-29,144949700,58700400,21044000,38251100,21364500.0
2024-01-02,102571800,35508200,19042000,38035000,49626300.0
2024-01-03,96670300,29189700,16776000,82970700,35634500.0
2024-01-04,97753600,26736700,23111000,37398900,28453000.0
2024-01-05,92250600,26205200,23431000,39718000,27468400.0
2024-01-08,113019100,40667000,42626000,32042200,18745500.0
2024-01-09,84955900,22881600,67033000,26168200,18403000.0
2024-01-10,140233400,40743800,53454000,39487200,14916700.0
2024-01-11,213408200,71584500,41729000,46166600,22677600.0
2024-01-12,138255700,44452800,22892000,49259900,29742200.0
2024-01-16,106408800,27395500,47329000,38223300,21092800.0
2024-01-17,76361100,22798500,35858000,41129900,45224100.0
2024-01-18,91998300,27512200,48751000,47079900,54757100.0
2024-01-19,110136400,31708400,231125000,40056300,38881400.0
2024-01-22,82482700,27717400,188233000,69046700,35812400.0
2024-01-23,56602600,19428300,96772000,45600700,32649200.0
2024-01-24,68891600,21642500,121170000,41431000,35331500.0
2024-01-25,56469200,19017500,67173000,49509400,38654000.0
2024-01-26,87559400,25001900,50356000,72566000,25757700.0
2024-01-29,92576900,31102800,115251000,286380900,37754800.0
2024-01-30,56458800,16150900,179564000,119356000,26006300.0
2024-01-31,75527900,17685000,119973000,110241400,31526300.0
2024-02-01,64373700,18566200,136096000,76525400,24103600.0
2024-02-02,52991500,13330900,121896000,53319100,24617500.0
2024-02-05,50371800,16253200,175964000,42003000,29518400.0
2024-02-06,39214200,11288800,184890000,44063700,27700700.0
2024-02-07,53166200,14750900,123330000,37544900,21062500.0
2024-02-08,106855900,31593200,94137000,49560500,58211500.0
2024-02-09,117143200,43578000,108348000,40417500,41743400.0
2024-02-12,102363900,41246800,168723000,44804100,37615600.0
2024-02-13,77122100,26101000,144805000,62894400,37078800.0
2024-02-14,79211200,34163800,201286000,44248000,23707300.0
2024-02-15,97860300,37285200,252406000,40691500,36312600.0
2024-02-16,58428600,21607100,340383000,50370000,25352500.0
2024-02-20,72618000,21082600,254126000,39814900,27029100.0
2024-02-21,44428800,13720900,145555000,38941600,50643700.0
2024-02-22,53000400,16953900,253727000,30401200,191810400.0
2024-02-23,42059100,18732400,193844000,27447600,123712600.0
2024-02-26,106547600,39162500,96078000,46576100,71793300.0
2024-02-27,116889400,43619600,69104000,66939300,62590400.0
2024-02-28,179649700,60473200,60325000,42120700,49669900.0
2024-02-29,133154400,39477700,88429000,29742200,48676800.0
2024-03-01,78532500,22850900,108816000,26375300,30529400.0
2024-03-04,119395500,38864500,201621000,35426400,50173400.0
2024-03-05,100790300,33797600,133044000,187827900,35772100.0
2024-03-06,66880700,26071900,118933000,131025300,25005900.0
2024-03-07,58499200,21504500,88243000,83118900,151938500.0
2024-03-08,94269600,28611900,117506000,76914800,108217200.0
2024-03-11,82992200,26591100,71155000,59023000,57973700.0
2024-03-12,65064400,20966500,67473000,49576500,39465900.0
2024-03-13,49994400,19500900,58760000,42118300,37043000.0
2024-03-14,61409600,21896100,62445000,69575100,60056400.0
2024-03-15,58173500,26319000,169640000,52914300,48372700.0
2024-03-18,51913100,16502000,115307000,47168400,39248400.0
2024-03-19,47831700,17173600,104844000,50479000,28605100.0
2024-03-20,74376900,28659500,76457000,61455100,32066100.0
2024-03-21,64872600,21698200,85630000,56091900,25258600.0
2024-03-22,37475300,15608800,50691000,23292600,29143100.0
2024-03-25,64877100,25910300,70172000,27430900,50616100.0
2024-03-26,42142100,18325200,63563000,39576600,33932000.0
2024-03-27,58349700,18676600,52578000,34738800,34816200.0
2024-03-28,86137100,27988300,34631000,30108100,43231900.0
2024-04-01,37253800,18326800,51852000,31681900,23816100.0
2024-04-02,35079600,19962400,42301000,29678800,43195000.0
2024-04-03,31025500,19594900,61824000,50638600,33463200.0
2024-04-04,56690100,21857700,58166000,49594100,42058300.0
2024-04-05,31600100,17417400,53445000,29257900,37404400.0
2024-04-08,44457600,20794200,43167000,56858200,28700500.0
2024-04-09,34593300,14698300,40212000,46334200,27147100.0
2024-04-10,34618400,15495100,41373000,53826100,30300700.0
2024-04-11,30602000,16384200,36770000,28651700,80132300.0
2024-04-12,39158500,17080700,33322000,36704100,57909500.0
2024-04-15,33790100,17777600,42011000,33759400,82423900.0
2024-04-16,35943500,21282700,71214000,34200500,51527100.0
2024-04-17,37799800,17229400,71675000,29625600,32606900.0
2024-04-18,39146100,17397300,43007000,34419100,30808400.0
2024-04-19,50053000,25743400,172385000,36870000,26728600.0
2024-04-22,66955500,57543000,93035000,31327400,35054900.0
2024-04-23,61140900,49371600,83426000,40321500,33568600.0
2024-04-24,45467000,49637500,67404000,39726800,34694500.0
2024-04-25,37047300,38061700,50817000,47658800,21892100.0
2024-04-26,39397300,23771800,70680000,88631000,28226100.0
2024-04-29,40382700,23723800,58663000,149660200,30756600.0
2024-04-30,42087000,33121300,73693000,78411600,23045100.0
2024-05-01,38827800,28804500,135363000,68347700,27708000.0
2024-05-02,35299800,22138600,64962000,45473400,54894000.0
2024-05-03,38631100,22794900,52329000,56618000,47152000.0
2024-05-06,87046900,28400000,53428000,50016600,30848900.0
2024-05-07,88992700,17144400,40793000,31025600,98119500.0
2024-05-08,39681100,15022900,37196000,29637600,67612800.0
2024-05-09,45293500,11683900,38821000,22463500,31407500.0
2024-05-10,56095700,22421300,37913000,29080800,32543800.0
2024-05-13,31441600,12079800,28147000,55264000,65312700.0
2024-05-14,30169200,13969800,49962000,74991900,60966800.0
2024-05-15,53512000,18179800,97529000,35185400,64347700.0
2024-05-16,32569100,12932700,70098000,28905000,34749700.0
2024-05-17,48373500,16089400,51924000,36606000,23884000.0
2024-05-20,66423200,24445900,53631000,20605800,21629700.0
2024-05-21,45259500,21370800,59188000,24500700,23584300.0
2024-05-22,47596700,20288100,56322000,28018400,37629900.0
2024-05-23,43108400,18215900,114602000,53003900,37322200.0
2024-05-24,46639900,14857400,68504000,21665900,25691300.0
2024-05-28,49579900,20147300,62351000,31435900,22960300.0
2024-05-29,31746400,14135000,49323000,26240400,19353800.0
2024-05-30,47470000,23375000,47142000,21823400,48930900.0
2024-05-31,39494900,24296400,74080000,28216900,39955800.0
2024-06-03,47885300,19602300,61558000,31596700,35600500.0
2024-06-04,62277800,26245200,40783000,27546400,26634700.0
2024-06-05,62964700,41068500,63075000,32061500,24804600.0
2024-06-06,57567500,34641900,50339000,26131000,28721400.0
2024-06-07,59027900,21534300,34449000,26082300,24524500.0
2024-06-10,37604700,15832000,48721000,20795000,23122700.0
2024-06-11,44635800,24437000,30387000,20066600,18333600.0
2024-06-12,52223000,30289800,41190000,57027300,35059900.0
2024-06-13,40912400,20246700,116137000,51888300,28689800.0
2024-06-14,36095200,16812100,65988000,75531400,21323700.0
2024-06-17,43085300,18687500,89118000,45193300,21250300.0
2024-06-18,36053200,17176700,87621000,28420200,20047800.0
2024-06-20,50043000,26189900,134329000,31396900,31233700.0
2024-06-21,66858300,32273100,73587000,34388900,31931500.0
2024-06-24,33442800,21871500,77210000,32286900,31892100.0
2024-06-25,40442000,20106000,47024000,19277800,61226700.0
2024-06-26,38602800,20045600,45500000,18400200,261980400.0
2024-06-27,34565000,14652600,71513000,18808000,96798100.0
2024-06-28,49591000,31572000,165059000,30002000,88110300.0
2024-07-01,74453700,29211300,71230000,30828100,74020600.0
2024-07-02,47465100,16261400,54936000,26977400,88608900.0
2024-07-03,30989000,10714900,31979000,15364300,52620500.0
2024-07-05,40044600,19688800,48093000,15639700,37013100.0
2024-07-08,41156600,20760800,98216000,22763700,56415300.0
2024-07-09,38784300,20229100,65269000,40392200,49900600.0
2024-07-10,27531600,15041300,50402000,37482300,55804600.0
2024-07-11,40818900,22285000,56522000,46656300,59239100.0
2024-07-12,53885700,22468600,51601000,37128300,97340600.0
2024-07-15,96172800,45399400,86770000,57035700,51315400.0
2024-07-16,67641700,45170600,43654000,63079500,43966200.0
2024-07-17,62374800,33442600,57594000,65800500,46766400.0
2024-07-18,44289800,35483200,59697000,56454300,36840900.0
2024-07-19,61002900,26982700,83513000,33123300,25909000.0
2024-07-22,48793600,25489200,49287000,38964600,25562300.0
2024-07-23,54378400,20403300,42112000,23486300,23464300.0
2024-07-24,36964200,26974700,67812000,34636100,38344400.0
2024-07-25,37320600,19743000,70478000,35574200,27203600.0
2024-07-26,43781900,20906600,43822000,29482400,21540000.0
2024-07-29,45269200,23678800,39196000,65272600,18306700.0
2024-07-30,27107900,12538800,48963000,90519300,20761400.0
2024-07-31,31839900,19332100,49680000,66168200,27488600.0
2024-08-01,38813800,25911700,54317000,50282600,31250800.0
2024-08-02,38866900,25183200,77147000,63300900,26970000.0
2024-08-05,45550600,27482600,70791000,65657400,38816900.0
2024-08-06,29049100,16261600,111233000,41670300,31713700.0
2024-08-07,28804000,19183400,181205000,32106700,49387400.0
2024-08-08,34023100,16550100,118238000,27594800,32646800.0
2024-08-09,22114100,12830700,59190000,19048600,24823900.0
2024-08-12,52147500,16904900,91752000,26316800,25841500.0
2024-08-13,41943400,14088300,81160000,26015000,24632100.0
2024-08-14,29611400,13438300,70012000,22578400,16869600.0
2024-08-15,34757600,17139900,95604000,36188900,38490900.0
2024-08-16,36335500,17141800,80612000,24474900,37750200.0
2024-08-19,25446300,15242800,68802000,51562200,21051300.0
2024-08-20,34991500,14599200,60604000,42987600,23709800.0
2024-08-21,38065400,18416100,57375000,38849700,24317300.0
2024-08-22,30867700,13114000,61153000,29843200,20573300.0
2024-08-23,46172400,20932600,53374000,52448400,39766900.0
2024-08-26,29703600,13839100,90386000,31511400,33109800.0
2024-08-27,33185200,16531300,116837000,27703700,20302300.0
2024-08-28,24596600,11679900,369735000,33583100,28459100.0
2024-08-29,41675100,11626300,130533000,84954500,20853200.0
2024-08-30,31089300,14246300,109332000,40858700,22865400.0
2024-09-03,30074500,19636700,97224000,43359200,21395100.0
2024-09-04,24013000,11131700,71634000,34795200,18070200.0
